Antecedent,Consequent,Support,Confidence,Lift,Count
pied sports & loisirs,puisque sports & loisirs,0.0014597018037743718,0.15217391304347827,14.308823529411764,14
vêtement montres,monsieur montres,0.0014597018037743718,0.15217391304347827,14.308823529411764,14
haut mode & vêtements,pas mode & vêtements,0.0013554373892190595,0.11926605504587155,14.298509174311928,13
pas mode & vêtements,haut mode & vêtements,0.0013554373892190595,0.1625,14.298509174311928,13
retirer chaussures,trente chaussures,0.0013554373892190595,0.1326530612244898,14.295230451731257,13
trente chaussures,retirer chaussures,0.0013554373892190595,0.14606741573033707,14.295230451731255,13
puissance informatique,tendre informatique,0.0014597018037743718,0.14,14.284468085106385,14
tendre informatique,puissance informatique,0.0014597018037743718,0.14893617021276595,14.284468085106383,14
pas sports & loisirs,douter sports & loisirs,0.0010426441455531226,0.1176470588235294,14.282948622486968,10
douter sports & loisirs,pas sports & loisirs,0.0010426441455531226,0.12658227848101264,14.282948622486968,10
observer informatique,l'un informatique,0.0014597018037743718,0.1414141414141414,14.276874003189793,14
l'un informatique,observer informatique,0.0014597018037743718,0.1473684210526316,14.276874003189793,14
larme pet care,bataille pet care,0.0017724950474403086,0.15178571428571427,14.272321428571427,17
éternel gaming,curieux gaming,0.0010426441455531226,0.14285714285714285,14.272321428571427,10
curieux gaming,éternel gaming,0.0010426441455531226,0.10416666666666666,14.272321428571427,10
bataille pet care,larme pet care,0.0017724950474403086,0.16666666666666666,14.272321428571427,17
de mode & vêtements,pareil mode & vêtements,0.0013554373892190595,0.1368421052631579,14.265789473684212,13
pareil mode & vêtements,de mode & vêtements,0.0013554373892190595,0.14130434782608695,14.26578947368421,13
possible gaming,chat gaming,0.0017724950474403086,0.1650485436893204,14.261086329047494,17
chat gaming,possible gaming,0.0017724950474403086,0.15315315315315314,14.261086329047494,17
train chaussettes & lingerie,personnage chaussettes & lingerie,0.0012511729746637473,0.12631578947368421,14.252879256965945,12
personnage chaussettes & lingerie,train chaussettes & lingerie,0.0012511729746637473,0.1411764705882353,14.252879256965945,12
convenir maison & jardin,françois maison & jardin,0.0013554373892190595,0.12037037037037036,14.252743484224965,13
françois maison & jardin,convenir maison & jardin,0.0013554373892190595,0.16049382716049382,14.252743484224965,13
immense mode & vêtements,sur mode & vêtements,0.0012511729746637473,0.11881188118811882,14.244059405940597,12
sur mode & vêtements,immense mode & vêtements,0.0012511729746637473,0.15000000000000002,14.244059405940597,12
en beauté & santé,encore beauté & santé,0.0014597018037743718,0.12173913043478261,14.239024390243904,14
encore beauté & santé,en beauté & santé,0.0014597018037743718,0.17073170731707318,14.239024390243904,14
obliger alimentation,depuis alimentation,0.0012511729746637473,0.12765957446808512,14.237011380504704,12
depuis alimentation,obliger alimentation,0.0012511729746637473,0.13953488372093026,14.237011380504704,12
prier sacs & bagages,être sacs & bagages,0.0012511729746637473,0.13793103448275862,14.224694104560623,12
être sacs & bagages,prier sacs & bagages,0.0012511729746637473,0.12903225806451613,14.224694104560621,12
dangereux gaming,chasser gaming,0.001876759461995621,0.17647058823529413,14.222936233316858,18
chasser gaming,dangereux gaming,0.001876759461995621,0.1512605042016807,14.222936233316856,18
davantage livres & médias,adresser livres & médias,0.0015639662183296842,0.17045454545454547,14.215909090909092,15
adresser livres & médias,davantage livres & médias,0.0015639662183296842,0.13043478260869565,14.21590909090909,15
chaud sacs & bagages,craindre sacs & bagages,0.0012511729746637473,0.12000000000000001,14.20888888888889,12
craindre sacs & bagages,chaud sacs & bagages,0.0012511729746637473,0.14814814814814814,14.208888888888888,12
ignorer mode & vêtements,habiller mode & vêtements,0.001146908560108435,0.11702127659574468,14.206975491516294,11
habiller mode & vêtements,ignorer mode & vêtements,0.001146908560108435,0.13924050632911392,14.206975491516294,11
pauvre sacs & bagages,heure sacs & bagages,0.0009383797309978105,0.1139240506329114,14.190202202860434,9
heure sacs & bagages,pauvre sacs & bagages,0.0009383797309978105,0.1168831168831169,14.190202202860432,9
sourd accessoires,signe accessoires,0.0016682306328849963,0.15238095238095237,14.189181692094312,16
signe accessoires,sourd accessoires,0.0016682306328849963,0.1553398058252427,14.189181692094312,16
voyage livres & médias,plaire livres & médias,0.0015639662183296842,0.1388888888888889,14.171099290780143,15
plaire livres & médias,voyage livres & médias,0.0015639662183296842,0.1595744680851064,14.171099290780141,15
calme pet care,court pet care,0.0013554373892190595,0.13,14.168522727272729,13
assez accessoires,extraordinaire accessoires,0.0013554373892190595,0.13,14.168522727272729,13
extraordinaire accessoires,assez accessoires,0.0013554373892190595,0.1477272727272727,14.168522727272725,13
court pet care,calme pet care,0.0013554373892190595,0.1477272727272727,14.168522727272725,13
rose chaussures,profond chaussures,0.001146908560108435,0.13580246913580246,14.157407407407408,11
profond chaussures,rose chaussures,0.001146908560108435,0.11956521739130435,14.157407407407407,11
recueillir livres & médias,entraîner livres & médias,0.001146908560108435,0.15492957746478872,14.151710261569415,11
entraîner livres & médias,recueillir livres & médias,0.001146908560108435,0.10476190476190475,14.151710261569415,11
regretter livres & médias,il livres & médias,0.0014597018037743718,0.13861386138613863,14.143037708026123,14
argent gaming,parfaitement gaming,0.0014597018037743718,0.14893617021276595,14.143037708026123,14
inquiétude accessoires,mari accessoires,0.0014597018037743718,0.14893617021276595,14.143037708026123,14
il livres & médias,regretter livres & médias,0.0014597018037743718,0.14893617021276595,14.143037708026123,14
parfaitement gaming,argent gaming,0.0014597018037743718,0.13861386138613863,14.143037708026123,14
mari accessoires,inquiétude accessoires,0.0014597018037743718,0.13861386138613863,14.143037708026123,14
céder maison & jardin,alors maison & jardin,0.0010426441455531226,0.11494252873563217,14.133510167992924,10
naturel maison & jardin,alors maison & jardin,0.0010426441455531226,0.11494252873563217,14.133510167992924,10
alors maison & jardin,naturel maison & jardin,0.0010426441455531226,0.1282051282051282,14.133510167992924,10
alors maison & jardin,céder maison & jardin,0.0010426441455531226,0.1282051282051282,14.133510167992924,10
silencieux bijoux,souffrance bijoux,0.0014597018037743718,0.14583333333333331,14.128156565656564,14
souffrance bijoux,silencieux bijoux,0.0014597018037743718,0.1414141414141414,14.128156565656564,14
tenter maison & jardin,endroit maison & jardin,0.0015639662183296842,0.14285714285714285,14.125184094256259,15
endroit maison & jardin,tenter maison & jardin,0.0015639662183296842,0.15463917525773196,14.125184094256259,15
céder mode & vêtements,compte mode & vêtements,0.001146908560108435,0.13253012048192772,14.123293172690763,11
compte mode & vêtements,céder mode & vêtements,0.001146908560108435,0.12222222222222222,14.123293172690763,11
but art & crafts,chez art & crafts,0.0013554373892190595,0.13541666666666666,14.1171875,13
fatigue alimentation,près alimentation,0.0013554373892190595,0.13541666666666666,14.1171875,13
près alimentation,fatigue alimentation,0.0013554373892190595,0.14130434782608695,14.117187499999998,13
chez art & crafts,but art & crafts,0.0013554373892190595,0.14130434782608695,14.117187499999998,13
appartement électronique,toile électronique,0.0010426441455531226,0.11627906976744186,14.116867824551074,10
toile électronique,appartement électronique,0.0010426441455531226,0.12658227848101264,14.116867824551074,10
révolution alimentation,depuis alimentation,0.0010426441455531226,0.12658227848101264,14.116867824551074,10
depuis alimentation,révolution alimentation,0.0010426441455531226,0.11627906976744186,14.116867824551074,10
pouvoir alimentation,d'abord alimentation,0.0013554373892190595,0.13829787234042554,14.11079674060661,13
d'abord alimentation,pouvoir alimentation,0.0013554373892190595,0.13829787234042554,14.11079674060661,13
membre auto & moto,détruire auto & moto,0.0013554373892190595,0.13829787234042554,14.11079674060661,13
détruire auto & moto,membre auto & moto,0.0013554373892190595,0.13829787234042554,14.11079674060661,13
avouer auto & moto,attention auto & moto,0.0012511729746637473,0.125,14.104411764705883,12
court pet care,gros pet care,0.001146908560108435,0.125,14.104411764705883,11
gros pet care,court pet care,0.001146908560108435,0.12941176470588237,14.104411764705883,11
entrée électronique,cuisine électronique,0.0012511729746637473,0.15000000000000002,14.104411764705883,12
vraiment informatique,rencontrer informatique,0.0014597018037743718,0.125,14.104411764705883,14
cuisine électronique,entrée électronique,0.0012511729746637473,0.11764705882352941,14.104411764705883,12
humain chaussures,précis chaussures,0.001146908560108435,0.12941176470588237,14.104411764705883,11
précis chaussures,humain chaussures,0.001146908560108435,0.125,14.104411764705883,11
esprit pet care,calme pet care,0.0015639662183296842,0.14705882352941177,14.104411764705883,15
rencontrer informatique,vraiment informatique,0.0014597018037743718,0.16470588235294117,14.104411764705882,14
calme pet care,esprit pet care,0.0015639662183296842,0.15,14.104411764705882,15
attention auto & moto,avouer auto & moto,0.0012511729746637473,0.1411764705882353,14.104411764705882,12
envoyer pet care,long pet care,0.0016682306328849963,0.13675213675213674,14.10311552247036,16
long pet care,envoyer pet care,0.0016682306328849963,0.17204301075268816,14.10311552247036,16
mode pet care,marche pet care,0.0015639662183296842,0.14851485148514854,14.10302911479267,15
marche pet care,mode pet care,0.0015639662183296842,0.14851485148514854,14.10302911479267,15
vide sacs & bagages,prier sacs & bagages,0.001146908560108435,0.12790697674418605,14.10064153969527,11
prier sacs & bagages,vide sacs & bagages,0.001146908560108435,0.1264367816091954,14.100641539695268,11
pareil mode & vêtements,nu mode & vêtements,0.0010426441455531226,0.10869565217391304,14.087837837837837,10
nu mode & vêtements,pareil mode & vêtements,0.0010426441455531226,0.13513513513513511,14.087837837837837,10
chant accessoires,jusque accessoires,0.0008341153164424981,0.10126582278481013,14.075949367088606,8
jusque accessoires,chant accessoires,0.0008341153164424981,0.11594202898550723,14.075949367088606,8
mari accessoires,manquer accessoires,0.0016682306328849963,0.15841584158415842,14.068206820682068,16
manquer accessoires,mari accessoires,0.0016682306328849963,0.14814814814814814,14.068206820682068,16
dangereux gaming,consentir gaming,0.0016682306328849963,0.1568627450980392,14.06047278724574,16
consentir gaming,dangereux gaming,0.0016682306328849963,0.14953271028037382,14.060472787245738,16
jeunesse téléphonie,clair téléphonie,0.0012511729746637473,0.13186813186813187,14.052747252747253,12
défaut art & crafts,libre art & crafts,0.0012511729746637473,0.13333333333333333,14.052747252747253,12
libre art & crafts,défaut art & crafts,0.0012511729746637473,0.13186813186813187,14.052747252747253,12
clair téléphonie,jeunesse téléphonie,0.0012511729746637473,0.13333333333333333,14.052747252747253,12
six auto & moto,membre auto & moto,0.0015639662183296842,0.13761467889908258,14.041089205543628,15
membre auto & moto,six auto & moto,0.0015639662183296842,0.1595744680851064,14.041089205543628,15
regretter livres & médias,adresser livres & médias,0.0017724950474403086,0.16831683168316833,14.037623762376239,17
adresser livres & médias,regretter livres & médias,0.0017724950474403086,0.14782608695652175,14.037623762376239,17
souhaiter jouets & enfants,souvenir jouets & enfants,0.0012511729746637473,0.12000000000000001,14.035609756097562,12
souvenir jouets & enfants,souhaiter jouets & enfants,0.0012511729746637473,0.14634146341463417,14.035609756097562,12
demeurer jouets & enfants,devoir jouets & enfants,0.001146908560108435,0.11702127659574468,14.029388297872343,11
devoir jouets & enfants,demeurer jouets & enfants,0.001146908560108435,0.1375,14.029388297872341,11
retirer auto & moto,fou auto & moto,0.0013554373892190595,0.1477272727272727,14.028240324032403,13
rare pet care,marche pet care,0.0013554373892190595,0.1477272727272727,14.028240324032403,13
marche pet care,rare pet care,0.0013554373892190595,0.12871287128712872,14.028240324032403,13
fou auto & moto,retirer auto & moto,0.0013554373892190595,0.12871287128712872,14.028240324032403,13
rire gaming,possible gaming,0.0014597018037743718,0.15053763440860216,14.017538365173818,14
politique jouets & enfants,exprimer jouets & enfants,0.0014597018037743718,0.15053763440860216,14.017538365173818,14
exprimer jouets & enfants,politique jouets & enfants,0.0014597018037743718,0.13592233009708737,14.017538365173817,14
possible gaming,rire gaming,0.0014597018037743718,0.13592233009708737,14.017538365173817,14
matière gaming,de gaming,0.001876759461995621,0.16363636363636366,14.012824675324678,18
de gaming,matière gaming,0.001876759461995621,0.16071428571428573,14.012824675324676,18
toile électronique,promettre électronique,0.0009383797309978105,0.1139240506329114,14.00827653359299,9
promettre électronique,toile électronique,0.0009383797309978105,0.11538461538461539,14.00827653359299,9
pièce pet care,court pet care,0.0014597018037743718,0.12844036697247707,13.998540450375314,14
court pet care,pièce pet care,0.0014597018037743718,0.1590909090909091,13.998540450375312,14
soutenir maison & jardin,bon maison & jardin,0.0014597018037743718,0.14285714285714288,13.981049562682218,14
bon maison & jardin,soutenir maison & jardin,0.0014597018037743718,0.14285714285714288,13.981049562682218,14
attacher gaming,poser gaming,0.0016682306328849963,0.163265306122449,13.981049562682218,16
partie chaussettes & lingerie,milieu chaussettes & lingerie,0.0012511729746637473,0.12244897959183675,13.981049562682216,12
milieu chaussettes & lingerie,partie chaussettes & lingerie,0.0012511729746637473,0.14285714285714285,13.981049562682216,12
poser gaming,attacher gaming,0.0016682306328849963,0.14285714285714285,13.981049562682216,16
en sacs & bagages,payer sacs & bagages,0.0013554373892190595,0.13402061855670103,13.971649484536083,13
payer sacs & bagages,en sacs & bagages,0.0013554373892190595,0.14130434782608695,13.971649484536082,13
grave chaussettes & lingerie,chaud chaussettes & lingerie,0.0015639662183296842,0.14851485148514854,13.964764123471172,15
théâtre électronique,cuisine électronique,0.0015639662183296842,0.14851485148514854,13.964764123471172,15
cuisine électronique,théâtre électronique,0.0015639662183296842,0.14705882352941177,13.964764123471172,15
chaud chaussettes & lingerie,grave chaussettes & lingerie,0.0015639662183296842,0.14705882352941177,13.964764123471172,15
journal montres,et montres,0.0015639662183296842,0.14851485148514854,13.964764123471172,15
et montres,journal montres,0.0015639662183296842,0.14705882352941177,13.964764123471172,15
appel accessoires,inquiétude accessoires,0.0013554373892190595,0.1368421052631579,13.96226203807391,13
inquiétude accessoires,appel accessoires,0.0013554373892190595,0.13829787234042554,13.96226203807391,13
personnage chaussettes & lingerie,fonder chaussettes & lingerie,0.0012511729746637473,0.1411764705882353,13.959005457853245,12
fonder chaussettes & lingerie,personnage chaussettes & lingerie,0.0012511729746637473,0.12371134020618557,13.959005457853245,12
précis alimentation,nombreux alimentation,0.001146908560108435,0.12222222222222222,13.955158730158729,11
nombreux alimentation,précis alimentation,0.001146908560108435,0.13095238095238093,13.955158730158727,11
d'abord accessoires,surprendre accessoires,0.0010426441455531226,0.11494252873563217,13.954604975993014,10
surprendre accessoires,d'abord accessoires,0.0010426441455531226,0.12658227848101264,13.954604975993012,10
oncle électronique,ailleurs électronique,0.0012511729746637473,0.125,13.940406976744187,12
fatigue alimentation,depuis alimentation,0.0012511729746637473,0.125,13.940406976744187,12
depuis alimentation,fatigue alimentation,0.0012511729746637473,0.13953488372093026,13.940406976744187,12
ailleurs électronique,oncle électronique,0.0012511729746637473,0.13953488372093026,13.940406976744187,12
haut mode & vêtements,immense mode & vêtements,0.0016682306328849963,0.14678899082568808,13.939140703061133,16
immense mode & vêtements,haut mode & vêtements,0.0016682306328849963,0.15841584158415842,13.939140703061131,16
anglais sports & loisirs,fixe sports & loisirs,0.0016682306328849963,0.14953271028037382,13.923963342709373,16
terme beauté & santé,éclat beauté & santé,0.0016682306328849963,0.1553398058252427,13.923963342709373,16
fixe sports & loisirs,anglais sports & loisirs,0.0016682306328849963,0.1553398058252427,13.923963342709373,16
éclat beauté & santé,terme beauté & santé,0.0016682306328849963,0.14953271028037382,13.923963342709373,16
classe auto & moto,voyager auto & moto,0.0010426441455531226,0.12048192771084337,13.922194803309624,10
voyager auto & moto,classe auto & moto,0.0010426441455531226,0.12048192771084337,13.922194803309624,10
obtenir alimentation,révolution alimentation,0.001146908560108435,0.11458333333333333,13.910996835443038,11
révolution alimentation,obtenir alimentation,0.001146908560108435,0.13924050632911392,13.910996835443036,11
près alimentation,précis alimentation,0.0012511729746637473,0.13043478260869568,13.900000000000002,12
précis alimentation,fuir alimentation,0.0009383797309978105,0.1,13.9,9
précis alimentation,près alimentation,0.0012511729746637473,0.13333333333333333,13.9,12
fuir alimentation,précis alimentation,0.0009383797309978105,0.13043478260869565,13.899999999999999,9
de mode & vêtements,haut mode & vêtements,0.0015639662183296842,0.15789473684210528,13.893288266537906,15
haut mode & vêtements,de mode & vêtements,0.0015639662183296842,0.13761467889908258,13.893288266537906,15
auprès beauté & santé,mauvais beauté & santé,0.0017724950474403086,0.1650485436893204,13.885794583546245,17
mauvais beauté & santé,auprès beauté & santé,0.0017724950474403086,0.14912280701754385,13.885794583546243,17
subir sports & loisirs,papier sports & loisirs,0.0014597018037743718,0.1272727272727273,13.871280991735539,14
papier sports & loisirs,subir sports & loisirs,0.0014597018037743718,0.1590909090909091,13.871280991735537,14
libre sacs & bagages,composer sacs & bagages,0.0014597018037743718,0.1372549019607843,13.856965944272446,14
composer sacs & bagages,libre sacs & bagages,0.0014597018037743718,0.1473684210526316,13.856965944272446,14
capable électronique,énorme électronique,0.001146908560108435,0.13580246913580246,13.85618597320725,11
énorme électronique,capable électronique,0.001146908560108435,0.11702127659574468,13.85618597320725,11
rouge livres & médias,tandis que livres & médias,0.0014597018037743718,0.13861386138613863,13.848391089108912,14
tandis que livres & médias,rouge livres & médias,0.0014597018037743718,0.14583333333333331,13.84839108910891,14
presque art & crafts,valeur art & crafts,0.001146908560108435,0.14285714285714288,13.839826839826841,11
ou informatique,trait informatique,0.0014597018037743718,0.14285714285714288,13.839826839826841,14
valeur art & crafts,presque art & crafts,0.001146908560108435,0.1111111111111111,13.83982683982684,11
trait informatique,ou informatique,0.0014597018037743718,0.1414141414141414,13.83982683982684,14
songer art & crafts,sommet art & crafts,0.0009383797309978105,0.1139240506329114,13.83095657747156,9
sommet art & crafts,songer art & crafts,0.0009383797309978105,0.1139240506329114,13.83095657747156,9
possible gaming,parfaitement gaming,0.0015639662183296842,0.14563106796116507,13.829183889262715,15
parfaitement gaming,possible gaming,0.0015639662183296842,0.14851485148514854,13.829183889262715,15
partie chaussettes & lingerie,île chaussettes & lingerie,0.0013554373892190595,0.1326530612244898,13.829081632653063,13
île chaussettes & lingerie,partie chaussettes & lingerie,0.0013554373892190595,0.14130434782608695,13.829081632653061,13
bataille pet care,esprit pet care,0.0015639662183296842,0.14705882352941177,13.827854671280276,15
esprit pet care,bataille pet care,0.0015639662183296842,0.14705882352941177,13.827854671280276,15
contenir gaming,curieux gaming,0.0013554373892190595,0.13829787234042554,13.816821808510639,13
parent alimentation,obtenir alimentation,0.0013554373892190595,0.13829787234042554,13.816821808510639,13
discussion bijoux,silencieux bijoux,0.0013554373892190595,0.13829787234042554,13.816821808510639,13
silencieux bijoux,discussion bijoux,0.0013554373892190595,0.13541666666666666,13.816821808510637,13
curieux gaming,contenir gaming,0.0013554373892190595,0.13541666666666666,13.816821808510637,13
obtenir alimentation,parent alimentation,0.0013554373892190595,0.13541666666666666,13.816821808510637,13
soutenir maison & jardin,elle maison & jardin,0.0012511729746637473,0.12244897959183675,13.816566626650662,12
elle maison & jardin,soutenir maison & jardin,0.0012511729746637473,0.1411764705882353,13.81656662665066,12
toucher auto & moto,trait auto & moto,0.001146908560108435,0.13253012048192772,13.816265060240966,11
trait auto & moto,toucher auto & moto,0.001146908560108435,0.11956521739130435,13.816265060240966,11
mode pet care,envoyer pet care,0.0017724950474403086,0.16831683168316833,13.797664381822798,17
envoyer pet care,mode pet care,0.0017724950474403086,0.14529914529914528,13.797664381822797,17
extraordinaire accessoires,surprendre accessoires,0.0010426441455531226,0.11363636363636363,13.79602991944764,10
surprendre accessoires,extraordinaire accessoires,0.0010426441455531226,0.12658227848101264,13.796029919447639,10
repas chaussures,rose chaussures,0.0012511729746637473,0.11650485436893204,13.795037756202804,12
as chaussures,rose chaussures,0.0012511729746637473,0.11650485436893204,13.795037756202804,12
rose chaussures,as chaussures,0.0012511729746637473,0.14814814814814814,13.795037756202804,12
rose chaussures,repas chaussures,0.0012511729746637473,0.14814814814814814,13.795037756202804,12
danger jouets & enfants,gens jouets & enfants,0.0016682306328849963,0.15384615384615385,13.790079079798707,16
gens jouets & enfants,danger jouets & enfants,0.0016682306328849963,0.14953271028037382,13.790079079798705,16
gagner mode & vêtements,souvent mode & vêtements,0.0016682306328849963,0.15238095238095237,13.787601078167114,16
souvent mode & vêtements,gagner mode & vêtements,0.0016682306328849963,0.1509433962264151,13.787601078167114,16
silencieux bijoux,bataille bijoux,0.0012511729746637473,0.125,13.780172413793103,12
plaine accessoires,d'abord accessoires,0.001146908560108435,0.125,13.780172413793103,11
bataille bijoux,silencieux bijoux,0.0012511729746637473,0.13793103448275862,13.780172413793103,12
d'abord accessoires,plaine accessoires,0.001146908560108435,0.1264367816091954,13.780172413793101,11
souvent mode & vêtements,pareil mode & vêtements,0.0014597018037743718,0.1320754716981132,13.768867924528303,14
pareil mode & vêtements,souvent mode & vêtements,0.0014597018037743718,0.15217391304347827,13.768867924528303,14
pied sports & loisirs,ton sports & loisirs,0.0014597018037743718,0.15217391304347827,13.768867924528303,14
ton sports & loisirs,pied sports & loisirs,0.0014597018037743718,0.1320754716981132,13.768867924528303,14
assister électronique,ailleurs électronique,0.0010426441455531226,0.12345679012345677,13.768303186907836,10
ailleurs électronique,assister électronique,0.0010426441455531226,0.11627906976744186,13.768303186907836,10
ailleurs électronique,capable électronique,0.0010426441455531226,0.11627906976744186,13.768303186907836,10
capable électronique,ailleurs électronique,0.0010426441455531226,0.12345679012345677,13.768303186907836,10
oublier alimentation,révolution alimentation,0.001146908560108435,0.1134020618556701,13.767584496933317,11
révolution alimentation,oublier alimentation,0.001146908560108435,0.13924050632911392,13.767584496933315,11
détruire auto & moto,lui auto & moto,0.0012511729746637473,0.12765957446808512,13.757112120487692,12
lui auto & moto,détruire auto & moto,0.0012511729746637473,0.13483146067415733,13.75711212048769,12
passer bijoux,repousser bijoux,0.0013554373892190595,0.1262135922330097,13.755847308031774,13
signe accessoires,extraordinaire accessoires,0.0013554373892190595,0.1262135922330097,13.755847308031774,13
extraordinaire accessoires,signe accessoires,0.0013554373892190595,0.1477272727272727,13.755847308031772,13
repousser bijoux,passer bijoux,0.0013554373892190595,0.1477272727272727,13.755847308031772,13
regard maison & jardin,silence maison & jardin,0.0012511729746637473,0.12903225806451613,13.750537634408602,12
cour accessoires,parce que accessoires,0.0012511729746637473,0.13333333333333333,13.750537634408602,12
ouvrage art & crafts,défaut art & crafts,0.0012511729746637473,0.12903225806451613,13.750537634408602,12
défaut art & crafts,ouvrage art & crafts,0.0012511729746637473,0.13333333333333333,13.750537634408602,12
silence maison & jardin,regard maison & jardin,0.0012511729746637473,0.13333333333333333,13.750537634408602,12
parce que accessoires,cour accessoires,0.0012511729746637473,0.12903225806451613,13.750537634408602,12
sourire maison & jardin,depuis maison & jardin,0.0013554373892190595,0.14606741573033707,13.734633179114342,13
depuis maison & jardin,sourire maison & jardin,0.0013554373892190595,0.12745098039215685,13.734633179114342,13
au beauté & santé,exécuter beauté & santé,0.0013554373892190595,0.14606741573033707,13.734633179114342,13
exécuter beauté & santé,au beauté & santé,0.0013554373892190595,0.12745098039215685,13.734633179114342,13
appel accessoires,signe accessoires,0.0014597018037743718,0.1473684210526316,13.722432294328055,14
signe accessoires,appel accessoires,0.0014597018037743718,0.13592233009708737,13.722432294328053,14
intérieur électronique,mensonge électronique,0.0010426441455531226,0.13157894736842105,13.717105263157896,10
mensonge électronique,intérieur électronique,0.0010426441455531226,0.10869565217391304,13.717105263157894,10
attitude accessoires,appel accessoires,0.001146908560108435,0.13580246913580246,13.710331384015594,11
appel accessoires,attitude accessoires,0.001146908560108435,0.11578947368421054,13.710331384015594,11
françois maison & jardin,classe maison & jardin,0.001146908560108435,0.13580246913580246,13.710331384015594,11
classe maison & jardin,françois maison & jardin,0.001146908560108435,0.11578947368421054,13.710331384015594,11
habitant accessoires,assez accessoires,0.0014597018037743718,0.14285714285714288,13.701428571428574,14
assez accessoires,habitant accessoires,0.0014597018037743718,0.14,13.701428571428574,14
assez accessoires,fort accessoires,0.0012511729746637473,0.12000000000000001,13.701428571428572,12
vif chaussures,place chaussures,0.0015639662183296842,0.14285714285714285,13.70142857142857,15
place chaussures,vif chaussures,0.0015639662183296842,0.15,13.70142857142857,15
fort accessoires,assez accessoires,0.0012511729746637473,0.14285714285714285,13.70142857142857,12
nul montres,vêtement montres,0.0013554373892190595,0.1313131313131313,13.68939393939394,13
vêtement montres,nul montres,0.0013554373892190595,0.14130434782608695,13.689393939393938,13
et montres,ensuite montres,0.0016682306328849963,0.1568627450980392,13.677005347593584,16
ensuite montres,et montres,0.0016682306328849963,0.14545454545454545,13.677005347593582,16
non chaussures,mémoire chaussures,0.0013554373892190595,0.13829787234042554,13.674380346567231,13
mémoire chaussures,non chaussures,0.0013554373892190595,0.13402061855670103,13.67438034656723,13
tromper art & crafts,sec art & crafts,0.0013554373892190595,0.1625,13.671381578947368,13
sec art & crafts,tromper art & crafts,0.0013554373892190595,0.11403508771929824,13.671381578947368,13
céder mode & vêtements,songer mode & vêtements,0.001146908560108435,0.13253012048192772,13.6677030703459,11
songer mode & vêtements,céder mode & vêtements,0.001146908560108435,0.11827956989247311,13.6677030703459,11
argent gaming,poser gaming,0.0015639662183296842,0.1595744680851064,13.664988601823708,15
poser gaming,argent gaming,0.0015639662183296842,0.13392857142857142,13.664988601823708,15
poste art & crafts,raison art & crafts,0.0009383797309978105,0.11538461538461539,13.662393162393162,9
raison art & crafts,poste art & crafts,0.0009383797309978105,0.1111111111111111,13.66239316239316,9
situation bijoux,bataille bijoux,0.0014597018037743718,0.12389380530973453,13.658223985352457,14
bataille bijoux,situation bijoux,0.0014597018037743718,0.16091954022988506,13.658223985352457,14
toile électronique,de électronique,0.0009383797309978105,0.1139240506329114,13.658069620253167,9
de électronique,toile électronique,0.0009383797309978105,0.11250000000000002,13.658069620253167,9
haïr chaussettes & lingerie,milieu chaussettes & lingerie,0.001146908560108435,0.11956521739130435,13.651785714285714,11
milieu chaussettes & lingerie,haïr chaussettes & lingerie,0.001146908560108435,0.13095238095238093,13.651785714285714,11
d'abord accessoires,sourd accessoires,0.0013554373892190595,0.14942528735632182,13.648932676518882,13
sourd accessoires,d'abord accessoires,0.0013554373892190595,0.1238095238095238,13.648932676518882,13
elle maison & jardin,nommer maison & jardin,0.001146908560108435,0.12941176470588237,13.639431157078217,11
nommer maison & jardin,elle maison & jardin,0.001146908560108435,0.12087912087912088,13.639431157078215,11
clair téléphonie,important téléphonie,0.001146908560108435,0.12222222222222222,13.630620155038761,11
important téléphonie,clair téléphonie,0.001146908560108435,0.12790697674418605,13.63062015503876,11
près pet care,mémoire pet care,0.001146908560108435,0.12359550561797754,13.625339015885316,11
mémoire pet care,près pet care,0.001146908560108435,0.1264367816091954,13.625339015885315,11
tapis électronique,de électronique,0.0010426441455531226,0.11363636363636363,13.623579545454547,10
rare pet care,escalier pet care,0.0010426441455531226,0.11363636363636363,13.623579545454547,10
court beauté & santé,discussion beauté & santé,0.0012511729746637473,0.13636363636363638,13.623579545454547,12
escalier pet care,rare pet care,0.0010426441455531226,0.125,13.623579545454545,10
fauteuil informatique,vague informatique,0.001146908560108435,0.125,13.623579545454545,11
vague informatique,fauteuil informatique,0.001146908560108435,0.125,13.623579545454545,11
loin téléphonie,amuser téléphonie,0.0013554373892190595,0.1477272727272727,13.623579545454545,13
amuser téléphonie,loin téléphonie,0.0013554373892190595,0.125,13.623579545454545,13
discussion beauté & santé,court beauté & santé,0.0012511729746637473,0.125,13.623579545454545,12
de électronique,tapis électronique,0.0010426441455531226,0.125,13.623579545454545,10
choix chaussures,doute chaussures,0.0015639662183296842,0.15463917525773196,13.606828714650526,15
doute chaussures,choix chaussures,0.0015639662183296842,0.13761467889908258,13.606828714650526,15
usage téléphonie,clair téléphonie,0.0012511729746637473,0.12765957446808512,13.604255319148937,12
entraîner livres & médias,plaire livres & médias,0.0014597018037743718,0.13333333333333333,13.604255319148937,14
clair téléphonie,usage téléphonie,0.0012511729746637473,0.13333333333333333,13.604255319148937,12
plaire livres & médias,entraîner livres & médias,0.0014597018037743718,0.14893617021276595,13.604255319148935,14
