CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST001679,189,10,1060.6100000000001,2,4,4,244,Loyal Customers
CUST001680,20,3,241.12,4,1,1,411,Dormant
CUST001681,340,2,260.75,1,1,1,111,Lost
CUST001682,9,6,509.18,4,3,3,433,Champions
CUST001683,1,6,646.98,4,3,3,433,Champions
CUST001684,83,4,295.09000000000003,3,2,1,321,Need Attention
CUST001685,376,2,258.42,1,1,1,111,Lost
CUST001686,305,3,346.38,1,1,2,112,Lost
CUST001687,2,8,879.52,4,4,4,444,Champions
CUST001688,10,3,300.16,4,1,1,411,Dormant
CUST001689,123,5,497.41,2,2,3,223,Need Attention
CUST001690,228,5,493.66,1,2,3,123,At Risk
CUST001691,20,8,921.05,4,4,4,444,Champions
CUST001692,1,3,270.48,4,1,1,411,Dormant
CUST001693,108,7,971.1,3,4,4,344,Champions
CUST001694,1,8,601.71,4,4,3,443,Champions
CUST001695,228,4,287.36,1,2,1,121,Lost
CUST001696,105,6,643.9,3,3,3,333,Champions
CUST001697,516,2,208.77,1,1,1,111,Lost
CUST001698,202,5,500.11,2,2,3,223,Need Attention
CUST001699,1,7,691.8,4,4,4,444,Champions
CUST001701,439,1,94.62,1,1,1,111,Lost
CUST001702,53,2,197.04000000000002,3,1,1,311,Dormant
CUST001703,118,5,527.37,2,2,3,223,Need Attention
CUST001704,215,3,332.53,2,1,1,211,Dormant
CUST001705,341,6,553.6,1,3,3,133,Loyal Customers
CUST001706,393,4,440.8,1,2,2,122,At Risk
CUST001707,41,8,1020.5,4,4,4,444,Champions
CUST001708,104,5,469.61,3,2,2,322,Potential Loyalists
CUST001709,47,8,906.25,3,4,4,344,Champions
CUST001710,194,4,437.71999999999997,2,2,2,222,Need Attention
CUST001711,56,12,1163.33,3,4,4,344,Champions
CUST001712,223,7,823.77,1,4,4,144,Loyal Customers
CUST001713,105,5,444.87,3,2,2,322,Potential Loyalists
CUST001714,7,7,715.84,4,4,4,444,Champions
CUST001715,10,9,1071.7,4,4,4,444,Champions
CUST001716,267,5,468.11,1,2,2,122,At Risk
CUST001717,174,4,487.21999999999997,2,2,2,222,Need Attention
CUST001718,92,7,678.4,3,4,4,344,Champions
CUST001719,316,3,326.49,1,1,1,111,Lost
CUST001720,49,5,594.0999999999999,3,2,3,323,Potential Loyalists
CUST001721,550,4,520.97,1,2,3,123,At Risk
CUST001722,558,1,83.41,1,1,1,111,Lost
CUST001723,232,3,382.56,1,1,2,112,Lost
CUST001724,531,3,237.48000000000002,1,1,1,111,Lost
CUST001725,119,5,465.39,2,2,2,222,Need Attention
CUST001726,5,2,157.92000000000002,4,1,1,411,Dormant
CUST001727,128,1,90.13,2,1,1,211,Dormant
CUST001728,64,8,882.37,3,4,4,344,Champions
CUST001729,363,8,837.84,1,4,4,144,Loyal Customers
CUST001730,50,5,581.52,3,2,3,323,Potential Loyalists
CUST001731,104,4,364.53999999999996,3,2,2,322,Potential Loyalists
CUST001732,94,4,434.53000000000003,3,2,2,322,Potential Loyalists
CUST001733,135,4,460.99,2,2,2,222,Need Attention
CUST001734,189,6,555.37,2,3,3,233,Loyal Customers
CUST001735,394,5,476.81,1,2,2,122,At Risk
CUST001736,84,3,248.91,3,1,1,311,Dormant
CUST001737,1,8,893.06,4,4,4,444,Champions
CUST001738,113,5,423.02,2,2,2,222,Need Attention
CUST001739,314,6,744.4200000000001,1,3,4,134,Loyal Customers
CUST001740,292,3,360.08000000000004,1,1,2,112,Lost
CUST001741,150,4,457.51,2,2,2,222,Need Attention
CUST001742,62,5,433.47,3,2,2,322,Potential Loyalists
CUST001743,45,3,313.85,4,1,1,411,Dormant
CUST001744,150,1,118.72,2,1,1,211,Dormant
CUST001745,150,4,362.69,2,2,2,222,Need Attention
CUST001746,697,4,437.26,1,2,2,122,At Risk
CUST001747,51,4,342.78000000000003,3,2,2,322,Potential Loyalists
CUST001748,54,7,709.31,3,4,4,344,Champions
CUST001749,86,4,583.76,3,2,3,323,Potential Loyalists
CUST001750,248,2,174.92000000000002,1,1,1,111,Lost
CUST001751,139,8,611.55,2,4,3,243,Loyal Customers
CUST001752,356,4,363.97,1,2,2,122,At Risk
CUST001753,128,4,315.53,2,2,1,221,Need Attention
CUST001754,464,2,154.17000000000002,1,1,1,111,Lost
CUST001755,68,8,805.75,3,4,4,344,Champions
CUST001756,113,4,337.96,2,2,2,222,Need Attention
CUST001757,102,4,445.0,3,2,2,322,Potential Loyalists
CUST001758,31,10,1020.16,4,4,4,444,Champions
CUST001759,350,4,426.28000000000003,1,2,2,122,At Risk
CUST001760,127,3,309.61,2,1,1,211,Dormant
CUST001761,20,8,1017.26,4,4,4,444,Champions
CUST001762,5,6,614.12,4,3,3,433,Champions
CUST001763,39,3,363.03999999999996,4,1,2,412,Dormant
CUST001764,33,5,395.79999999999995,4,2,2,422,Potential Loyalists
CUST001765,60,3,343.83,3,1,2,312,Dormant
CUST001767,3,4,416.3,4,2,2,422,Potential Loyalists
CUST001768,183,5,583.01,2,2,3,223,Need Attention
CUST001769,83,10,943.61,3,4,4,344,Champions
CUST001770,340,3,495.69000000000005,1,1,3,113,Dormant
CUST001771,432,5,582.78,1,2,3,123,At Risk
CUST001772,50,9,988.91,3,4,4,344,Champions
CUST001773,145,5,556.15,2,2,3,223,Need Attention
CUST001774,27,7,653.2,4,4,3,443,Champions
CUST001776,252,4,412.12,1,2,2,122,At Risk
CUST001777,356,3,221.12,1,1,1,111,Lost
CUST001778,145,4,334.4,2,2,1,221,Need Attention
CUST001779,284,3,321.35,1,1,1,111,Lost
CUST001780,34,9,925.74,4,4,4,444,Champions
CUST001781,37,5,498.84,4,2,3,423,Potential Loyalists
CUST001782,67,6,572.2,3,3,3,333,Champions
CUST001783,376,6,433.15,1,3,2,132,At Risk
CUST001784,576,2,160.93,1,1,1,111,Lost
CUST001785,272,3,282.31,1,1,1,111,Lost
CUST001786,128,5,392.43,2,2,2,222,Need Attention
CUST001787,70,6,573.14,3,3,3,333,Champions
CUST001788,98,7,712.27,3,4,4,344,Champions
CUST001789,164,6,471.64,2,3,2,232,Need Attention
CUST001790,314,5,461.31,1,2,2,122,At Risk
CUST001791,133,6,702.59,2,3,4,234,Loyal Customers
CUST001792,42,4,293.99,4,2,1,421,Need Attention
CUST001793,6,7,651.49,4,4,3,443,Champions
CUST001794,135,3,323.25,2,1,1,211,Dormant
CUST001795,380,6,491.51,1,3,2,132,At Risk
CUST001796,265,5,601.44,1,2,3,123,At Risk
CUST001797,198,7,647.39,2,4,3,243,Loyal Customers
CUST001798,296,6,616.21,1,3,3,133,Loyal Customers
CUST001799,309,5,502.58,1,2,3,123,At Risk
CUST001800,243,6,512.03,1,3,3,133,Loyal Customers
CUST001801,296,5,437.12,1,2,2,122,At Risk
CUST001802,337,3,380.23,1,1,2,112,Lost
CUST001803,58,5,517.26,3,2,3,323,Potential Loyalists
CUST001804,293,4,420.86,1,2,2,122,At Risk
CUST001805,116,5,562.7,2,2,3,223,Need Attention
CUST001806,243,4,345.91,1,2,2,122,At Risk
CUST001807,279,3,381.6,1,1,2,112,Lost
CUST001808,63,11,1132.1,3,4,4,344,Champions
CUST001809,56,5,520.99,3,2,3,323,Potential Loyalists
CUST001810,62,7,875.9300000000001,3,4,4,344,Champions
CUST001811,380,4,355.7,1,2,2,122,At Risk
CUST001812,380,1,75.34,1,1,1,111,Lost
CUST001813,23,7,632.59,4,4,3,443,Champions
CUST001814,43,3,274.47,4,1,1,411,Dormant
CUST001815,331,3,240.89999999999998,1,1,1,111,Lost
CUST001816,80,3,279.21000000000004,3,1,1,311,Dormant
CUST001817,51,10,980.77,3,4,4,344,Champions
CUST001818,235,7,845.26,1,4,4,144,Loyal Customers
CUST001819,82,7,636.75,3,4,3,343,Champions
CUST001820,131,5,528.18,2,2,3,223,Need Attention
CUST001821,3,3,205.79000000000002,4,1,1,411,Dormant
CUST001822,25,7,749.98,4,4,4,444,Champions
CUST001823,278,4,423.40999999999997,1,2,2,122,At Risk
CUST001824,245,9,949.29,1,4,4,144,Loyal Customers
CUST001825,178,4,377.99,2,2,2,222,Need Attention
CUST001826,138,4,364.34999999999997,2,2,2,222,Need Attention
CUST001827,38,6,484.72,4,3,2,432,Potential Loyalists
CUST001828,414,4,399.78000000000003,1,2,2,122,At Risk
CUST001829,100,4,412.72,3,2,2,322,Potential Loyalists
CUST001830,260,3,224.5,1,1,1,111,Lost
CUST001831,21,6,651.44,4,3,3,433,Champions
CUST001832,49,4,307.71,3,2,1,321,Need Attention
CUST001833,756,2,328.6,1,1,1,111,Lost
CUST001834,35,6,606.16,4,3,3,433,Champions
CUST001835,43,6,651.48,4,3,3,433,Champions
CUST001836,102,4,353.29,3,2,2,322,Potential Loyalists
CUST001837,35,11,1344.24,4,4,4,444,Champions
CUST001838,40,5,462.4,4,2,2,422,Potential Loyalists
CUST001839,553,3,388.9,1,1,2,112,Lost
CUST001840,77,7,829.29,3,4,4,344,Champions
CUST001841,167,6,666.76,2,3,4,234,Loyal Customers
CUST001842,129,7,803.67,2,4,4,244,Loyal Customers
CUST001843,97,6,743.7,3,3,4,334,Champions
CUST001844,155,8,966.79,2,4,4,244,Loyal Customers
CUST001845,203,8,747.37,2,4,4,244,Loyal Customers
CUST001846,193,1,62.47,2,1,1,211,Dormant
CUST001847,12,8,915.1800000000001,4,4,4,444,Champions
CUST001848,38,7,633.55,4,4,3,443,Champions
CUST001849,188,4,430.16999999999996,2,2,2,222,Need Attention
CUST001850,484,1,72.16,1,1,1,111,Lost
CUST001851,567,2,168.48000000000002,1,1,1,111,Lost
CUST001852,62,5,538.57,3,2,3,323,Potential Loyalists
CUST001853,40,5,518.25,4,2,3,423,Potential Loyalists
CUST001854,129,5,543.05,2,2,3,223,Need Attention
CUST001855,49,7,612.04,3,4,3,343,Champions
CUST001856,450,2,198.06,1,1,1,111,Lost
CUST001857,219,4,483.08000000000004,1,2,2,122,At Risk
CUST001858,40,6,661.24,4,3,4,434,Champions
CUST001859,167,8,925.51,2,4,4,244,Loyal Customers
CUST001860,21,5,620.51,4,2,3,423,Potential Loyalists
CUST001861,108,5,341.38,3,2,2,322,Potential Loyalists
CUST001862,76,9,868.53,3,4,4,344,Champions
CUST001863,198,6,663.75,2,3,4,234,Loyal Customers
CUST001864,16,6,470.5,4,3,2,432,Potential Loyalists
CUST001865,122,4,482.23,2,2,2,222,Need Attention
CUST001866,72,4,364.90999999999997,3,2,2,322,Potential Loyalists
CUST001867,44,2,254.45,4,1,1,411,Dormant
CUST001868,77,5,558.9,3,2,3,323,Potential Loyalists
CUST001869,12,4,372.46000000000004,4,2,2,422,Potential Loyalists
CUST001870,128,9,802.5799999999999,2,4,4,244,Loyal Customers
CUST001871,222,3,423.49,1,1,2,112,Lost
CUST001872,80,7,707.33,3,4,4,344,Champions
CUST001873,11,10,1097.84,4,4,4,444,Champions
CUST001874,30,6,747.0,4,3,4,434,Champions
CUST001875,24,7,711.0799999999999,4,4,4,444,Champions
CUST001876,351,1,145.87,1,1,1,111,Lost
CUST001877,538,3,242.86,1,1,1,111,Lost
CUST001878,124,6,563.35,2,3,3,233,Loyal Customers
CUST001880,5,6,685.22,4,3,4,434,Champions
CUST001881,69,9,954.4200000000001,3,4,4,344,Champions
CUST001882,68,4,367.43,3,2,2,322,Potential Loyalists
CUST001883,159,6,494.14,2,3,3,233,Loyal Customers
CUST001884,212,1,69.79,2,1,1,211,Dormant
CUST001885,353,2,154.21,1,1,1,111,Lost
CUST001886,70,5,460.28999999999996,3,2,2,322,Potential Loyalists
CUST001887,291,3,445.76,1,1,2,112,Lost
CUST001888,55,6,704.71,3,3,4,334,Champions
CUST001889,194,7,663.54,2,4,4,244,Loyal Customers
CUST001890,141,4,364.23,2,2,2,222,Need Attention
CUST001891,648,2,134.2,1,1,1,111,Lost
CUST001892,34,5,426.28000000000003,4,2,2,422,Potential Loyalists
CUST001893,132,14,1425.92,2,4,4,244,Loyal Customers
CUST001894,99,7,608.79,3,4,3,343,Champions
CUST001895,225,2,164.39,1,1,1,111,Lost
CUST001896,258,8,793.8000000000001,1,4,4,144,Loyal Customers
CUST001897,164,5,447.66,2,2,2,222,Need Attention
CUST001898,69,8,855.78,3,4,4,344,Champions
CUST001899,453,5,624.77,1,2,3,123,At Risk
CUST001900,245,2,192.42,1,1,1,111,Lost
CUST001901,26,5,461.52,4,2,2,422,Potential Loyalists
CUST001902,33,7,510.66,4,4,3,443,Champions
CUST001903,52,4,536.3,3,2,3,323,Potential Loyalists
CUST001904,56,5,586.8199999999999,3,2,3,323,Potential Loyalists
CUST001905,90,4,432.4,3,2,2,322,Potential Loyalists
CUST001906,134,7,706.13,2,4,4,244,Loyal Customers
CUST001907,175,3,267.21000000000004,2,1,1,211,Dormant
CUST001908,233,5,464.24,1,2,2,122,At Risk
CUST001909,57,8,664.33,3,4,4,344,Champions
CUST001910,312,4,344.56,1,2,2,122,At Risk
CUST001911,42,10,993.9799999999999,4,4,4,444,Champions
CUST001912,288,3,461.38,1,1,2,112,Lost
CUST001913,197,4,419.99,2,2,2,222,Need Attention
CUST001914,20,5,379.43,4,2,2,422,Potential Loyalists
CUST001915,298,2,183.93,1,1,1,111,Lost
CUST001916,96,1,77.24,3,1,1,311,Dormant
CUST001917,151,3,311.74,2,1,1,211,Dormant
CUST001918,5,5,439.55,4,2,2,422,Potential Loyalists
CUST001919,95,5,662.12,3,2,4,324,Potential Loyalists
CUST001920,25,5,551.88,4,2,3,423,Potential Loyalists
CUST001921,11,3,304.87,4,1,1,411,Dormant
CUST001922,144,5,513.03,2,2,3,223,Need Attention
CUST001923,302,2,208.89999999999998,1,1,1,111,Lost
CUST001924,97,4,282.46000000000004,3,2,1,321,Need Attention
CUST001925,149,6,592.02,2,3,3,233,Loyal Customers
CUST001926,368,2,183.99,1,1,1,111,Lost
CUST001927,128,1,113.39,2,1,1,211,Dormant
CUST001928,79,7,724.46,3,4,4,344,Champions
CUST001929,180,5,460.31,2,2,2,222,Need Attention
CUST001930,14,6,522.55,4,3,3,433,Champions
CUST001931,193,6,552.85,2,3,3,233,Loyal Customers
CUST001932,212,7,711.11,2,4,4,244,Loyal Customers
CUST001933,67,10,965.88,3,4,4,344,Champions
CUST001934,145,4,561.87,2,2,3,223,Need Attention
CUST001935,177,5,629.95,2,2,3,223,Need Attention
CUST001936,72,4,421.34000000000003,3,2,2,322,Potential Loyalists
CUST001937,230,6,807.52,1,3,4,134,Loyal Customers
CUST001938,7,2,268.46000000000004,4,1,1,411,Dormant
CUST001939,139,4,369.23,2,2,2,222,Need Attention
CUST001940,148,5,466.88,2,2,2,222,Need Attention
CUST001941,175,4,348.8,2,2,2,222,Need Attention
CUST001942,103,6,627.78,3,3,3,333,Champions
CUST001943,137,3,293.59999999999997,2,1,1,211,Dormant
CUST001944,65,4,463.49,3,2,2,322,Potential Loyalists
CUST001945,10,7,812.11,4,4,4,444,Champions
CUST001946,130,6,547.77,2,3,3,233,Loyal Customers
CUST001947,179,4,418.54999999999995,2,2,2,222,Need Attention
CUST001948,51,7,703.97,3,4,4,344,Champions
CUST001949,71,5,401.61,3,2,2,322,Potential Loyalists
CUST001950,220,4,320.53,1,2,1,121,Lost
CUST001951,259,7,544.36,1,4,3,143,Loyal Customers
CUST001952,188,3,324.68,2,1,1,211,Dormant
CUST001953,16,5,438.83,4,2,2,422,Potential Loyalists
CUST001954,320,2,129.92000000000002,1,1,1,111,Lost
CUST001955,58,4,576.2,3,2,3,323,Potential Loyalists
CUST001956,141,9,1046.24,2,4,4,244,Loyal Customers
CUST001957,337,4,335.14,1,2,1,121,Lost
CUST001958,67,11,1256.04,3,4,4,344,Champions
CUST001959,251,5,439.48,1,2,2,122,At Risk
CUST001960,107,3,312.85999999999996,3,1,1,311,Dormant
CUST001961,32,8,613.84,4,4,3,443,Champions
CUST001962,46,4,451.52,3,2,2,322,Potential Loyalists
CUST001963,291,9,852.29,1,4,4,144,Loyal Customers
CUST001964,143,7,893.7,2,4,4,244,Loyal Customers
CUST001965,715,2,211.47,1,1,1,111,Lost
CUST001966,1,3,215.53,4,1,1,411,Dormant
CUST001967,308,4,354.09000000000003,1,2,2,122,At Risk
CUST001968,159,6,534.22,2,3,3,233,Loyal Customers
CUST001969,120,9,978.1800000000001,2,4,4,244,Loyal Customers
CUST001970,202,5,493.09,2,2,3,223,Need Attention
CUST001971,108,7,742.37,3,4,4,344,Champions
CUST001972,153,3,253.0,2,1,1,211,Dormant
CUST001973,351,4,410.62,1,2,2,122,At Risk
CUST001974,287,3,266.67,1,1,1,111,Lost
CUST001975,53,7,730.9300000000001,3,4,4,344,Champions
CUST001976,15,12,1128.4,4,4,4,444,Champions
CUST001977,153,3,322.82,2,1,1,211,Dormant
CUST001978,103,7,723.58,3,4,4,344,Champions
CUST001979,108,3,345.15000000000003,3,1,2,312,Dormant
CUST001980,238,4,311.6,1,2,1,121,Lost
CUST001981,135,6,702.66,2,3,4,234,Loyal Customers
CUST001982,144,3,345.88,2,1,2,212,Dormant
CUST001983,151,8,767.32,2,4,4,244,Loyal Customers
CUST001984,581,2,200.48000000000002,1,1,1,111,Lost
CUST001985,351,5,486.24,1,2,2,122,At Risk
CUST001986,321,3,298.91999999999996,1,1,1,111,Lost
CUST001987,182,6,495.74,2,3,3,233,Loyal Customers
CUST001988,136,7,677.22,2,4,4,244,Loyal Customers
CUST001989,286,3,208.50000000000003,1,1,1,111,Lost
CUST001990,36,5,600.66,4,2,3,423,Potential Loyalists
CUST001991,344,3,256.02,1,1,1,111,Lost
CUST001992,120,7,628.49,2,4,3,243,Loyal Customers
CUST001993,69,2,386.32,3,1,2,312,Dormant
CUST001994,26,8,893.71,4,4,4,444,Champions
CUST001995,511,3,285.77,1,1,1,111,Lost
CUST001996,7,4,378.4,4,2,2,422,Potential Loyalists
CUST001997,42,6,527.54,4,3,3,433,Champions
CUST001998,209,6,603.82,2,3,3,233,Loyal Customers
CUST001999,207,7,746.1800000000001,2,4,4,244,Loyal Customers
CUST002000,385,4,598.37,1,2,3,123,At Risk
CUST002001,48,8,972.9300000000001,3,4,4,344,Champions
CUST002002,172,6,732.41,2,3,4,234,Loyal Customers
CUST002003,660,1,121.45,1,1,1,111,Lost
CUST002004,195,3,288.42,2,1,1,211,Dormant
CUST002005,53,8,790.02,3,4,4,344,Champions
CUST002006,55,3,351.7,3,1,2,312,Dormant
CUST002007,88,3,327.28,3,1,1,311,Dormant
CUST002008,253,3,292.85,1,1,1,111,Lost
CUST002009,9,4,430.35,4,2,2,422,Potential Loyalists
CUST002010,27,8,747.61,4,4,4,444,Champions
CUST002011,91,5,418.56,3,2,2,322,Potential Loyalists
CUST002012,36,6,492.92,4,3,3,433,Champions
CUST002013,442,6,622.73,1,3,3,133,Loyal Customers
CUST002014,201,7,817.27,2,4,4,244,Loyal Customers
CUST002015,608,4,348.26,1,2,2,122,At Risk
CUST002016,457,6,561.12,1,3,3,133,Loyal Customers
CUST002017,80,9,1059.65,3,4,4,344,Champions
CUST002018,285,4,425.63,1,2,2,122,At Risk
CUST002019,73,5,401.1,3,2,2,322,Potential Loyalists
CUST002020,128,6,528.63,2,3,3,233,Loyal Customers
CUST002021,166,3,328.4,2,1,1,211,Dormant
CUST002022,86,6,853.14,3,3,4,334,Champions
CUST002023,247,10,1040.39,1,4,4,144,Loyal Customers
CUST002024,104,5,470.96,3,2,2,322,Potential Loyalists
CUST002025,444,2,172.32999999999998,1,1,1,111,Lost
CUST002026,140,3,309.65,2,1,1,211,Dormant
CUST002027,229,6,694.05,1,3,4,134,Loyal Customers
CUST002028,112,4,442.34000000000003,2,2,2,222,Need Attention
CUST002029,278,7,581.73,1,4,3,143,Loyal Customers
CUST002030,368,2,270.15,1,1,1,111,Lost
CUST002031,522,2,118.75999999999999,1,1,1,111,Lost
CUST002032,7,5,595.72,4,2,3,423,Potential Loyalists
CUST002033,104,8,802.45,3,4,4,344,Champions
CUST002034,1,8,905.0,4,4,4,444,Champions
CUST002035,269,5,606.3199999999999,1,2,3,123,At Risk
CUST002036,328,4,398.76,1,2,2,122,At Risk
CUST002037,372,7,684.35,1,4,4,144,Loyal Customers
CUST002038,136,5,504.80999999999995,2,2,3,223,Need Attention
CUST002040,88,2,154.53,3,1,1,311,Dormant
CUST002041,289,5,333.45,1,2,1,121,Lost
CUST002042,107,4,325.02,3,2,1,321,Need Attention
CUST002043,39,4,429.63,4,2,2,422,Potential Loyalists
CUST002044,51,4,367.5,3,2,2,322,Potential Loyalists
CUST002045,297,2,382.66999999999996,1,1,2,112,Lost
CUST002046,63,3,356.76,3,1,2,312,Dormant
CUST002047,8,4,380.19,4,2,2,422,Potential Loyalists
CUST002048,16,8,680.9200000000001,4,4,4,444,Champions
CUST002049,215,3,190.65,2,1,1,211,Dormant
CUST002050,85,7,710.18,3,4,4,344,Champions
CUST002051,55,8,854.9200000000001,3,4,4,344,Champions
CUST002052,28,8,630.15,4,4,3,443,Champions
CUST002053,103,2,195.55,3,1,1,311,Dormant
CUST002055,211,14,1334.16,2,4,4,244,Loyal Customers
CUST002056,42,6,716.29,4,3,4,434,Champions
CUST002057,177,5,479.63,2,2,2,222,Need Attention
CUST002058,60,4,400.66999999999996,3,2,2,322,Potential Loyalists
CUST002059,466,3,215.32999999999998,1,1,1,111,Lost
CUST002060,405,3,414.54999999999995,1,1,2,112,Lost
CUST002061,214,5,415.4,2,2,2,222,Need Attention
CUST002062,51,3,351.38,3,1,2,312,Dormant
CUST002063,609,3,245.34,1,1,1,111,Lost
CUST002064,36,9,895.08,4,4,4,444,Champions
CUST002065,78,4,537.0600000000001,3,2,3,323,Potential Loyalists
CUST002066,120,5,406.15,2,2,2,222,Need Attention
CUST002067,70,5,700.23,3,2,4,324,Potential Loyalists
CUST002068,89,7,546.86,3,4,3,343,Champions
CUST002069,32,5,514.23,4,2,3,423,Potential Loyalists
CUST002070,173,1,89.59,2,1,1,211,Dormant
CUST002071,114,5,408.93,2,2,2,222,Need Attention
CUST002072,99,7,753.57,3,4,4,344,Champions
CUST002073,152,5,591.35,2,2,3,223,Need Attention
CUST002074,32,7,530.44,4,4,3,443,Champions
CUST002075,87,3,225.07999999999998,3,1,1,311,Dormant
CUST002076,46,6,506.77,3,3,3,333,Champions
CUST002077,74,10,1010.23,3,4,4,344,Champions
CUST002078,305,4,325.87,1,2,1,121,Lost
CUST002079,115,4,431.25,2,2,2,222,Need Attention
CUST002080,26,4,404.18,4,2,2,422,Potential Loyalists
CUST002081,207,4,510.26,2,2,3,223,Need Attention
CUST002082,186,6,528.17,2,3,3,233,Loyal Customers
CUST002083,32,7,835.6600000000001,4,4,4,444,Champions
CUST002084,106,6,596.04,3,3,3,333,Champions
CUST002085,108,7,856.33,3,4,4,344,Champions
CUST002086,349,3,311.13,1,1,1,111,Lost
CUST002087,39,4,323.87,4,2,1,421,Need Attention
CUST002088,10,7,964.26,4,4,4,444,Champions
CUST002089,15,6,562.36,4,3,3,433,Champions
CUST002090,272,6,562.88,1,3,3,133,Loyal Customers
CUST002091,223,5,671.81,1,2,4,124,At Risk
CUST002092,200,5,539.25,2,2,3,223,Need Attention
CUST002093,28,4,412.63,4,2,2,422,Potential Loyalists
CUST002094,83,4,337.52,3,2,2,322,Potential Loyalists
CUST002095,14,8,771.28,4,4,4,444,Champions
CUST002096,328,4,325.54,1,2,1,121,Lost
CUST002097,337,1,52.28,1,1,1,111,Lost
CUST002098,39,4,360.89,4,2,2,422,Potential Loyalists
CUST002099,300,6,663.69,1,3,4,134,Loyal Customers
CUST002100,76,8,963.87,3,4,4,344,Champions
CUST002101,743,1,84.21,1,1,1,111,Lost
CUST002102,46,6,700.93,3,3,4,334,Champions
CUST002103,116,5,403.51,2,2,2,222,Need Attention
CUST002104,172,5,520.5,2,2,3,223,Need Attention
CUST002105,308,5,457.96,1,2,2,122,At Risk
CUST002106,189,3,292.77,2,1,1,211,Dormant
CUST002107,401,4,399.53,1,2,2,122,At Risk
CUST002108,418,4,299.05,1,2,1,121,Lost
CUST002109,5,5,401.73,4,2,2,422,Potential Loyalists
CUST002110,362,3,282.46,1,1,1,111,Lost
CUST002111,153,3,416.82000000000005,2,1,2,212,Dormant
CUST002112,192,2,187.76,2,1,1,211,Dormant
CUST002113,57,8,788.58,3,4,4,344,Champions
CUST002114,32,5,514.85,4,2,3,423,Potential Loyalists
CUST002115,221,5,563.9,1,2,3,123,At Risk
CUST002116,48,9,1056.42,3,4,4,344,Champions
CUST002117,127,4,471.76,2,2,2,222,Need Attention
CUST002118,200,4,374.93,2,2,2,222,Need Attention
CUST002119,20,6,624.63,4,3,3,433,Champions
CUST002120,90,5,696.83,3,2,4,324,Potential Loyalists
CUST002121,63,3,373.02,3,1,2,312,Dormant
CUST002122,122,3,272.90999999999997,2,1,1,211,Dormant
CUST002123,28,10,908.62,4,4,4,444,Champions
CUST002124,197,4,523.35,2,2,3,223,Need Attention
CUST002125,96,8,723.89,3,4,4,344,Champions
CUST002126,127,3,313.56,2,1,1,211,Dormant
CUST002127,34,3,415.35,4,1,2,412,Dormant
CUST002128,275,7,658.49,1,4,3,143,Loyal Customers
CUST002129,16,5,416.0,4,2,2,422,Potential Loyalists
CUST002130,268,5,608.24,1,2,3,123,At Risk
CUST002131,218,5,404.20000000000005,1,2,2,122,At Risk
CUST002132,37,4,298.11,4,2,1,421,Need Attention
CUST002133,22,7,731.69,4,4,4,444,Champions
CUST002134,120,7,761.34,2,4,4,244,Loyal Customers
CUST002135,260,6,599.02,1,3,3,133,Loyal Customers
CUST002136,189,7,771.74,2,4,4,244,Loyal Customers
CUST002137,111,2,244.11,2,1,1,211,Dormant
CUST002138,54,4,443.49,3,2,2,322,Potential Loyalists
CUST002139,127,6,586.12,2,3,3,233,Loyal Customers
CUST002140,65,4,429.14,3,2,2,322,Potential Loyalists
CUST002141,13,9,871.49,4,4,4,444,Champions
CUST002142,83,6,573.0999999999999,3,3,3,333,Champions
CUST002143,14,2,175.92,4,1,1,411,Dormant
CUST002144,12,11,1164.4,4,4,4,444,Champions
CUST002145,56,5,502.49,3,2,3,323,Potential Loyalists
CUST002146,110,5,501.87,2,2,3,223,Need Attention
CUST002147,112,3,251.48,2,1,1,211,Dormant
CUST002148,403,4,359.57,1,2,2,122,At Risk
CUST002149,66,3,198.48000000000002,3,1,1,311,Dormant
CUST002150,177,9,744.1500000000001,2,4,4,244,Loyal Customers
CUST002151,104,7,594.8199999999999,3,4,3,343,Champions
CUST002152,422,3,288.31,1,1,1,111,Lost
CUST002153,22,8,807.88,4,4,4,444,Champions
CUST002154,323,3,247.8,1,1,1,111,Lost
CUST002155,363,4,509.27,1,2,3,123,At Risk
CUST002156,164,4,415.11,2,2,2,222,Need Attention
CUST002157,63,9,1271.99,3,4,4,344,Champions
CUST002158,135,3,217.81,2,1,1,211,Dormant
CUST002159,21,3,294.35,4,1,1,411,Dormant
CUST002160,22,5,541.85,4,2,3,423,Potential Loyalists
CUST002161,158,4,366.84,2,2,2,222,Need Attention
CUST002162,148,5,394.47,2,2,2,222,Need Attention
CUST002163,81,11,1251.82,3,4,4,344,Champions
CUST002164,147,4,560.01,2,2,3,223,Need Attention
CUST002165,112,2,178.06,2,1,1,211,Dormant
CUST002166,249,7,764.42,1,4,4,144,Loyal Customers
CUST002167,68,9,989.16,3,4,4,344,Champions
CUST002168,33,5,483.04,4,2,2,422,Potential Loyalists
CUST002169,108,6,594.8,3,3,3,333,Champions
CUST002170,90,6,509.02,3,3,3,333,Champions
CUST002171,20,3,301.94,4,1,1,411,Dormant
CUST002172,414,2,123.73,1,1,1,111,Lost
CUST002173,43,5,549.37,4,2,3,423,Potential Loyalists
CUST002174,26,5,545.18,4,2,3,423,Potential Loyalists
